keyword,freq_2020
composition,120
suggest,119
activities,119
like,119
applied,118
good,118
framework,117
determine,117
healthy,117
host,117
light,117
systems,117
ratio,117
combination,117
agricultural,117
assessed,116
genetic,116
would,116
improved,116
large,115
types,115
term,115
mechanisms,115
market,115
texture,114
n,114
I,114
shelf,114
where,114
meat,113
scale,113
several,113
processed,113
environment,113
Therefore,113
rich,113
safety,113
affected,113
heat,112
population,112
best,112
transfer,112
expression,111
vitamin,110
because,110
limited,110
Although,110
Methods,110
assess,109
tested,109
complex,109
induced,109
whereas,109
H,109
Based,109
powder,109
evaluation,109
nutrient,108
highly,108
social,108
fermentation,108
components,108
waste,108
test,107
need,107
individual,107
source,107
often,107
efficiency,106
interactions,105
studied,105
EC,105
enhance,105
similar,105
There,105
demonstrated,105
pretreatment,104
public,103
promising,103
ability,102
intervention,102
overall,102
economic,102
traditional,102
negative,102
containing,102
seeds,101
O,101
slices,101
power,101
technologies,101
kinetics,100
submitted,100
attributes,100
them,100
presence,99
months,99
i,98
carbon,98
proteins,98
benefits,98
sources,98
however,98
aim,98
Moreover,97
analyses,97
literature,97
affect,97
help,97
areas,97
countries,96
pathogen,96
isolates,96
Here,96
caused,96
indicated,95
develop,95
area,95
included,95
identify,95
bacterial,94
then,94
residue,94
existing,94
size,94
US,94
analyzed,94
cost,94
technique,94
period,93
R,93
feeding,93
responses,93
detected,93
adults,93
provided,93
nutrition,93
contents,92
focus,92
ultrasound,92
combined,92
whether,91
material,91
outcomes,91
flour,91
As,91
analytical,91
same,90
presented,90
yield,90
discussed,90
coli,90
carried,90
year,90
oral,90
rice,90
made,89
case,89
form,89
people,89
eating,89
index,89
carotene,89
terms,88
who,88
fat,88
Conclusions,88
before,88
sustainable,88
investigate,87
green,87
involved,87
organic,87
challenges,87
selected,87
multiple,87
consumed,86
enhanced,86
vacuum,86
if,86
individuals,86
via,85
short,85
local,85
temperatures,85
carotenoid,85
anthocyanins,85
single,84
target,84
M,84
taste,84
greater,84
Furthermore,84
still,84
women,84
established,83
F,83
populations,83
vitro,83
following,83
clinical,83
regulatory,83
biological,82
followed,82
factor,82
All,82
day,82
formation,82
enzyme,82
strategy,81
even,81
growing,81
patterns,81
fermented,81
likely,81
child,81
self,81
detection,81
Commission,81
small,81
physicochemical,81
approaches,80
part,80
CI,80
Article,80
resulting,80
functions,79
result,79
mechanism,79
five,79
variation,79
global,79
roots,79
regions,78
raw,78
T,78
regarding,78
cancer,78
particularly,78
commercial,78
strains,78
request,78
community,78
measured,77
either,77
ingredients,77
family,77
diets,77
membrane,77
learning,77
very,77
Thus,77
status,77
reducing,76
state,76
pre,76
optimal,76
students,76
proposed,76
making,76
symptoms,75
basis,75
anti,75
national,75
measures,75
developing,75
pathogens,75
critical,75
hot,75
beneficial,75
plasma,75
resulted,75
cross,75
end,74
variety,74
carrots,74
h,74
red,74
association,74
relevant,74
second,74
amount,74
conventional,74
damage,74
enzymes,74
attention,74
wide,73
preservation,73
world,73
apple,73
so,73
Chemical,72
importance,72
body,72
mainly,72
animal,72
proposals,72
MRLs,72
added,72
report,72
any,72
collected,71
include,71
examined,71
cooking,71
liquid,71
context,71
set,71
nutrients,71
pectin,71
interest,70
monitoring,70
fungal,70
early,70
sweet,70
substance,70
Food,70
relative,69
consideration,69
general,69
scientific,69
efficient,69
dependent,69
school,69
uses,69
flow,69
frequency,69
play,69
Industry,69
inflammatory,69
post,69
therefore,69
interventions,69
according,69
stage,68
appropriate,68
demand,68
wheat,68
log,68
needs,68
cause,68
Society,68
dry,68
distribution,68
degradation,68
needed,68
profile,67
W,67
feed,67
mean,67
inactivation,67
orange,67
thus,67
widely,67
care,67
suggests,66
additional,66
starch,66
infection,66
juices,66
strong,66
tissue,66
fiber,66
metabolites,66
experimental,66
Finally,66
heating,66
States,65
relationship,65
release,65
effectiveness,65
Background,65
shown,65
extracts,65
useful,65
per,65
confirmed,64
understand,64
RESULTS,64
Using,64
objective,64
become,64
contribute,64
BACKGROUND,64
along,64
suitable,64
times,63
biomass,63
cm,63
edible,63
solution,63
oxidative,63
rates,63
While,63
PEF,63
might,63
reference,63
pollen,63
fungi,63
gluten,63
rehydration,63
regulation,63
polyphenols,62
lowest,62
currently,62
exhibited,62
antimicrobial,62
CO,62
practice,62
aged,62
unique,62
concluded,62
given,62
efficacy,62
urban,62
do,62
young,62
culture,62
cut,62
history,62
examine,61
tomato,61
With,61
behaviour,61
indicate,61
what,61
region,61
skin,61
increases,60
primary,60
co,60
purpose,60
tolerance,60
prevalence,60
commodities,60
average,60
w,60
experiments,60
comprehensive,60
varied,60
convective,59
find,59
black,59
agriculture,59
isolated,59
soluble,59
K,59
native,59
received,59
G,59
roles,59
demonstrate,59
density,59
presents,59
dryer,59
previous,59
gut,59
spread,59
traits,59
improving,59
difference,58
controlled,58
dose,58
lack,58
explore,58
milk,58
diverse,58
great,58
secondary,58
solar,58
features,58
pulp,58
After,58
around,58
agents,58
sufficient,58
gum,58
lipid,57
fatty,57
industries,57
ml,57
way,57
described,57
dehydration,57
degree,57
anthocyanin,57
certain,57
microbiota,57
potentially,57
rapid,57
An,56
suggesting,56
aspects,56
hr,56
cases,56
prepared,56
activation,56
extracted,56
films,56
reviewed,56
length,56
Phytophthora,56
digestion,56
least,56
wild,56
trials,56
layer,55
suggested,55
microorganisms,55
variables,55
climate,55
ascorbic,55
meet,55
influenced,55
stable,55
blood,55
decision,55
banana,55
leading,55
flavor,55
validated,55
freeze,54
breeding,54
six,54
Overall,54
limit,54
efforts,54
correlated,54
modified,54
initial,54
require,54
particular,54
interviews,54
accumulation,54
led,54
Application,54
designed,54
make,54
impacts,53
pathways,53
shows,53
able,53
fields,53
fried,53
resources,53
although,53
Europe,53
poor,53
commonly,53
direct,52
requirements,52
interaction,52
synthetic,52
rather,52
modeling,52
providing,52
qualitative,52
point,52
assisted,52
reactions,52
metabolic,52
amino,52
cultivars,52
stages,52
females,52
Further,52
achieve,52
Hence,51
condition,51
characterized,51
grown,51
standard,51
communities,51
pattern,51
virus,51
tissues,51
infrared,51
oils,51
safe,51
metabolism,51
extent,51
decrease,51
resource,51
worldwide,51
humans,51
promote,50
immune,50
intensity,50
score,50
does,50
utilization,50
comparison,50
mixed,50
mL,50
implementation,50
focused,50
tool,50
recommended,50
solid,50
remains,50
solutions,50
spectroscopy,50
Member,50
whole,50
b,49
structural,49
relationships,49
lead,49
masticatory,49
indicating,49
yet,49
daily,49
colour,49
families,49
optimized,49
few,49
survival,49
complementary,49
protection,49
V,48
points,48
cold,48
parts,48
weeks,48
acceptability,48
throughout,48
little,48
vs,48
nature,48
concerns,48
resistant,48
recorded,48
emerging,48
matrices,48
strain,48
leaf,48
adult,48
dairy,47
associations,47
authority,47
land,47
mol,47
positively,47
prevent,47
preparation,47
China,47
losses,47
beverages,47
behaviors,47
synthesis,47
parents,47
predicted,47
retention,47
real,47
powders,47
white,47
iron,47
availability,46
United,46
competent,46
compound,46
previously,46
chain,46
viscosity,46
experiment,46
component,46
IR,46
wall,46
improvement,46
insights,46
obesity,46
address,46
spp,46
tests,46
gas,46
accordance,46
chromatography,46
medium,46
toward,46
distinct,46
selection,46
last,46
severe,46
enforcement,46
perspective,46
language,46
osmotic,45
pesticide,45
network,45
generation,45
d,45
old,45
molecules,45
having,45
occurrence,45
since,45
genome,45
analysed,45
vitamins,45
aims,45
Also,45
tools,45
New,45
much,45
substances,45
fish,45
inhibitory,45
browning,45
enzymatic,45
varieties,45
explored,45
phase,45
At,45
risks,44
biosynthesis,44
oxygen,44
preferred,44
towards,44
formulation,44
survey,44
structures,44
affecting,44
enriched,44
procedures,44
problems,44
optimum,44
issues,44
coating,44
pretreatments,44
duration,44
antioxidants,44
pathway,44
UV,44
MS,44
implications,44
postharvest,44
action,44
percentage,43
probiotic,43
Chinese,43
High,43
pathogenic,43
perceived,43
successfully,43
questions,43
together,43
income,43
choice,43
integrated,43
estimated,43
task,43
supporting,43
grains,43
pasta,43
promoting,42
experience,42
maize,42
contamination,42
regulated,42
concept,42
kJ,42
trial,42
Among,42
rats,42
account,42
predict,42
One,42
correlation,42
weed,42
expressed,42
chronic,42
obtain,42
employed,42
Applications,42
Plant,42
describe,42
theory,42
challenge,42
IgE,42
linear,41
problem,41
PL,41
Two,41
trend,41
ppm,41
CFU,41
volatile,41
evolution,41
Additionally,41
DNA,41
directly,41
matrix,41
acceptance,41
tea,41
toxicity,41
science,41
nitrogen,41
maternal,41
date,41
policies,41
far,41
peel,41
allergy,41
UK,41
independent,41
bioavailability,41
methodology,41
successful,41
HPP,41
regression,41
must,41
seven,41
effectively,41
ranged,41
graminearum,40
aroma,40
sustainability,40
CONCLUSION,40
X,40
formulated,40
sites,40
reaction,40
flavonoids,40
training,40
morphological,40
corn,40
managers,40
oxidation,40
pulsed,40
assays,40
beverage,40
valuable,40
contrast,40
preference,40
consider,40
offer,40
word,39
recently,39
expected,39
agent,39
derive,39
cake,39
frying,39
Conclusion,39
beet,39
Abstract,39
remain,39
Many,39
uptake,39
friendly,39
absorption,39
infants,39
transformation,39
animals,39
ecological,39
considering,39
abundance,39
textural,39
chips,39
completed,39
baseline,39
apparent,39
accuracy,39
mediated,39
optimization,39
virulence,39
discuss,38
place,38
achieved,38
Most,38
necessary,38
therapeutic,38
RNA,38
Salmonella,38
private,38
soybean,38
characterization,38
fed,38
underlying,38
Adequate,38
final,38
contact,38
published,38
criteria,38
producing,38
contribution,38
physiological,38
c,38
argue,38
transcription,38
transport,38
researchers,38
quantification,38
sequencing,38
addressed,38
intakes,38
profiles,38
supply,38
kinetic,37
causing,37
minimum,37
v,37
They,37
explores,37
basic,37
central,37
signaling,37
programme,37
simulated,37
On,37
causes,37
quantitative,37
past,37
gaps,37
soils,37
livestock,37
applicant,37
mechanical,37
unlikely,37
popular,37
theoretical,37
categories,37
responsible,37
sexual,37
consistent,37
conclusion,37
combinations,37
maintaining,37
ranging,37
generally,37
amounts,37
recommendations,36
dynamics,36
mortality,36
superior,36
probiotics,36
series,36
death,36
political,36
states,36
compare,36
upon,36
wastes,36
diffusion,36
exposed,36
controls,36
bio,36
deep,36
elements,36
frequently,36
adverse,36
DPPH,36
electron,36
polyphenol,36
practical,36
ways,36
contain,36
minerals,36
OR,36
Health,36
season,36
benefit,36
nuclear,36
environments,36
unknown,36
liver,36
sodium,36
hardness,36
organisms,36
sensitive,35
education,35
sugars,35
forms,35
particle,35
plantarum,35
crucial,35
overview,35
male,35
experiences,35
signal,35
complete,35
cognitive,35
trade,35
naturally,35
preferences,35
others,35
Drying,35
sucrose,35
Both,35
According,35
ethanol,35
normative,35
outcome,35
nanoparticles,35
inhibition,35
phytochemicals,35
example,35
binding,35
rheological,35
utilized,35
items,35
conclusions,35
phylogenetic,34
program,34
radiation,34
rural,34
systematic,34
questionnaire,34
LOQ,34
taken,34
Cu,34
artificial,34
eight,34
sensitivity,34
gel,34
biochemical,34
modification,34
country,34
yeast,34
brain,34
usually,34
By,34
import,34
lycopene,34
identification,34
conversion,34
insect,34
Escherichia,34
larger,34
means,34
Novelty,34
entry,34
international,34
egg,34
When,34
objects,34
difficult,34
price,33
Cd,33
female,33
decisions,33
members,33
sequence,33
generated,33
pests,33
electric,33
spectrometry,33
nitrate,33
foodborne,33
sensitization,33
prevention,33
pesticides,33
decades,33
r,33
shear,33
full,33
inclusion,33
occurred,33
therapy,33
governance,33
manufacturing,33
strongly,33
mathematical,33
strength,33
serve,33
liking,33
scores,33
simple,33
hosts,33
Ca,33
third,33
trees,33
programs,33
microbiological,33
media,33
gain,33
except,33
coefficient,33
image,33
explain,32
progression,32
phenolics,32
statement,32
living,32
morphology,32
standards,32
II,32
varying,32
institutional,32
ensure,32
patient,32
acceptable,32
snacks,32
site,32
North,32
open,32
eat,32
TPC,32
assessments,32
prediction,32
drugs,32
increasingly,32
acidity,32
invasive,32
tubers,32
line,32
ingredient,32
scavenging,32
formulations,32
potassium,32
largely,32
continuous,32
operation,32
reductions,32
modify,32
farmers,32
mutant,31
dynamic,31
flower,31
opportunities,31
inoculated,31
pigments,31
NaCl,31
subsequent,31
supported,31
fold,31
controlling,31
laboratory,31
occur,31
diabetes,31
relation,31
viable,31
property,31
examines,31
longer,31
productivity,31
spectrum,31
cereal,31
removal,31
variable,31
systemic,31
transmission,31
showing,31
wastewater,31
threat,31
nine,31
volume,31
contained,31
quantity,31
consuming,31
larvae,31
communication,31
biodiversity,31
insects,31
doses,31
intended,31
reliable,31
microscopy,31
conservation,31
prior,31
solvent,31
calculated,30
untreated,30
modern,30
sequences,30
glucose,30
driven,30
investigation,30
incidence,30
Three,30
above,30
represent,30
caregivers,30
eco,30
indicates,30
concern,30
internal,30
advantages,30
introduced,30
visual,30
nonthermal,30
targeted,30
own,30
muscle,30
formed,30
More,30
allergic,30
dominant,30
exhibit,30
face,30
companies,30
specifically,30
viability,30
Despite,30
cherry,30
offers,30
measure,30
implemented,30
normal,30
solids,30
indicative,30
During,30
unclear,30
skills,30
origin,30
economy,30
subjected,30
disorder,30
Daucus,30
access,30
thin,30
business,30
salt,30
behavioural,29
requires,29
emissions,29
taking,29
coffee,29
panel,29
home,29
Australia,29
J,29
focuses,29
protective,29
bread,29
costs,29
appearance,29
perception,29
serum,29
leads,29
manage,29
search,29
radical,29
enhancing,29
IL,29
encapsulated,29
microbes,29
broad,29
trends,29
MPa,29
disorders,29
displayed,29
supplementation,29
equivalent,29
characterize,29
reproductive,29
inflammation,29
eggs,29
gastrointestinal,29
vary,29
GBS,29
delivery,29
serious,29
firms,29
U,29
film,29
respect,29
excellent,29
assay,29
propose,29
highlights,29
majority,29
neural,29
reproduction,29
meal,29
view,29
tree,29
drug,29
relatively,29
off,29
mostly,29
RS,28
introduction,28
issue,28
sensorial,28
considerable,28
external,28
polysaccharides,28
maintained,28
South,28
coatings,28
generate,28
differ,28
awareness,28
severity,28
month,28
lactic,28
fully,28
GF,28
inhibiting,28
describes,28
programmes,28
chlorophyll,28
engineering,28
gained,28
nematode,28
Of,28
citrus,28
Such,28
reach,28
allergen,28
testing,28
incorporation,28
reactive,28
From,28
scanning,28
Fusarium,28
cultivated,28
procedure,28
networks,28
maintain,28
seasonal,28
harvest,28
clear,28
guidelines,28
smaller,28
malnutrition,28
FA,28
cereals,28
shape,28
Total,28
force,28
challenging,28
carbohydrate,28
classification,28
collection,28
sex,28
transition,28
take,28
Data,28
depth,28
germination,28
progress,28
cellular,28
toxic,27
targets,27
step,27
matter,27
defined,27
evolutionary,27
aid,27
statistical,27
southern,27
aqueous,27
infections,27
occlusal,27
pea,27
diffusivity,27
remained,27
porous,27
week,27
electronic,27
Pb,27
estimate,27
calcium,27
EVs,27
cultural,27
acute,27
Plants,27
planting,27
chicken,27
males,27
Study,27
analyze,27
concerning,27
nm,27
rise,27
semi,27
absence,27
cycle,27
Union,27
elevated,27
COVID,27
reporting,27
placed,27
variability,27
depending,27
mm,27
Since,27
cycles,27
allow,27
establishment,27
comparing,27
snack,27
soft,27
devices,27
Findings,27
guidance,27
purple,27
spinach,27
capture,26
pepper,26
insight,26
simulation,26
ecosystem,26
reasons,26
success,26
aging,26
choices,26
parent,26
genotypes,26
limitations,26
Zn,26
healthcare,26
engagement,26
faster,26
vocabulary,26
near,26
median,26
abiotic,26
demonstrates,26
recovery,26
affects,26
demands,26
original,26
evaporation,26
side,26
error,26
polymers,26
plays,26
called,26
vivo,26
luteolin,26
late,26
pasteurization,26
widespread,26
changing,26
vital,26
peer,26
ready,26
behavioral,26
beans,26
despite,26
tannin,26
sleep,26
adsorption,26
lines,26
mM,26
identity,26
shoot,26
dental,26
dehydrated,26
improvements,26
images,26
HHP,26
plan,26
cabbage,26
makes,26
hydrogen,26
sector,26
partially,26
graphene,26
birds,26
versus,25
financial,25
Dietary,25
genus,25
numerous,25
Participants,25
blight,25
now,25
events,25
changed,25
extensively,25
arsenic,25
advice,25
synthesized,25
Research,25
potatoes,25
negatively,25
lipids,25
Zealand,25
dough,25
rotational,25
Lactobacillus,25
t,25
syndrome,25
English,25
ultrasonic,25
fast,25
abundant,25
developmental,25
leafy,25
tomatoes,25
infected,25
typical,25
fungus,25
belief,25
highlight,25
carota,25
household,25
PCR,25
steps,25
complexity,25
distance,25
counts,25
sprite,25
maintenance,25
literacy,25
pomace,25
below,25
extend,25
inhibited,25
always,25
security,25
rot,25
targeting,25
act,25
articles,25
feasibility,25
double,25
services,25
innovative,25
helps,25
proved,25
barley,25
service,25
Asia,25
frozen,25
nuts,24
enrichment,24
phenotypic,24
markets,24
ratios,24
transform,24
hydrolysis,24
barrier,24
sensing,24
firmness,24
spatial,24
imaging,24
seedlings,24
corresponding,24
crayfish,24
ROS,24
etc,24
perceptions,24
influencing,24
ABA,24
consistency,24
Some,24
th,24
protected,24
units,24
fluid,24
welfare,24
stored,24
technological,24
cardiovascular,24
Alternaria,24
summarizes,24
incentives,24
micronutrients,24
allows,24
contributing,24
conclude,24
facilitate,24
pharmaceutical,24
occurs,24
mice,24
variations,24
LC,24
freezing,24
older,24
spray,24
schools,24
encapsulation,24
involving,24
barriers,24
shrinkage,24
promotion,24
trait,24
ecosystems,24
genomic,24
uncertainty,24
diagnosis,24
kidney,24
preserve,24
memory,24
susceptible,24
capable,24
hybrid,24
substantial,24
deficiency,24
alone,24
solubility,24
carbohydrates,24
understood,24
fit,23
influences,23
object,23
Studies,23
class,23
Science,23
toxicological,23
discusses,23
behaviours,23
micro,23
defense,23
additive,23
category,23
ones,23
blue,23
protect,23
hydrocolloids,23
concepts,23
position,23
AG,23
approximately,23
adolescents,23
though,23
Due,23
objectives,23
cultivation,23
Children,23
fecal,23
fitted,23
allowed,23
zinc,23
pet,23
rights,23
mixture,23
proportion,23
bone,23
selective,23
depends,23
threshold,23
screening,23
space,23
MD,23
subjects,23
reports,23
Objective,23
commercially,23
America,23
taxa,23
incorporated,23
establish,23
asked,23
domestic,23
TF,23
turn,23
mineral,23
closely,23
contributions,23
consequences,23
pomegranate,23
gender,23
ANN,23
fundamental,23
significance,23
special,23
adjusted,23
crude,23
government,23
thickness,23
First,23
constant,23
namely,23
operating,23
sea,22
Significant,22
inoculation,22
surveys,22
CONCLUSIONS,22
accurate,22
induction,22
mole,22
fraction,22
odds,22
spring,22
regulating,22
likelihood,22
optimize,22
AMF,22
Africa,22
Raman,22
perishable,22
alternatives,22
genera,22
signals,22
biofilm,22
enable,22
greatly,22
cellulose,22
extended,22
advances,22
brown,22
integration,22
clearly,22
differential,22
pilot,22
occurring,22
additives,22
course,22
ethylene,22
statistically,22
head,22
missing,22
Several,22
platform,22
altered,22
law,22
yellow,22
habits,22
Arabidopsis,22
East,22
partial,22
working,22
ash,22
exist,22
decline,22
structured,22
Future,22
principal,22
technical,22
apply,22
hand,22
differentiation,22
shift,22
emission,22
linked,22
resolution,22
unit,22
susceptibility,22
regular,22
mode,22
NPs,22
India,22
planning,22
spoilage,22
released,22
wax,22
dermatitis,22
equations,21
intensive,21
Because,21
Besides,21
ideal,21
developments,21
Its,21
investigates,21
indices,21
vesicles,21
feedback,21
DF,21
Considering,21
flowering,21
extensive,21
middle,21
instead,21
immunity,21
migration,21
metal,21
shaped,21
groundwater,21
robust,21
nanomaterials,21
guide,21
CA,21
producers,21
micronutrient,21
belonging,21
beta,21
critically,21
African,21
confidence,21
pretreated,21
mycorrhizal,21
opportunity,21
follow,21
validation,21
regulate,21
authorisations,21
observations,21
algam,21
comparative,21
TG,21
yields,21
assessing,21
base,21
reduces,21
steam,21
concentrated,21
input,21
markers,21
citric,21
detailed,21
manner,21
similarity,21
pathogenicity,21
determination,21
sectional,21
core,21
summer,21
DON,21
rat,21
ii,21
movement,21
typically,21
quarantine,21
sizes,21
us,21
contributed,21
FD,21
horses,21
cassava,21
represents,21
qualities,20
fitness,20
taxonomic,20
give,20
multi,20
phosphorus,20
supplement,20
humidity,20
empirical,20
dsRNA,20
winter,20
chitosan,20
evaluating,20
improves,20
measurements,20
met,20
exercise,20
RSM,20
completely,20
options,20
create,20
cultures,20
primarily,20
viral,20
Recent,20
flavonoid,20
cucumber,20
explained,20
possibility,20
regardless,20
acne,20
cohort,20
reached,20
vegetative,20
MPs,20
done,20
coupled,20
slightly,20
largest,20
option,20
Analysis,20
setting,20
asthma,20
peroxidase,20
correlations,20
sampling,20
atmospheric,20
thereby,20
PFAS,20
pumpkin,20
cosmetic,20
stem,20
decreases,20
sub,20
oxidase,20
substrate,20
fortified,20
experienced,20
goal,20
State,20
relations,20
acquisition,20
investment,20
GAE,20
approval,20
CP,20
emergence,20
remote,20
potent,20
domain,20
effort,20
dye,20
highlighted,20
decreasing,20
cumulative,20
environmentally,20
leakage,20
activated,20
causal,20
recall,20
medicinal,20
settings,20
workers,20
contexts,20
firm,20
heavy,20
modulate,20
agro,20
limiting,20
tolerances,20
meta,20
operations,20
ethyl,20
here,20
clustering,20
onset,20
location,20
lettuce,20
characteristic,20
Japanese,20
investigating,20
biodegradable,19
Canada,19
emerged,19
grade,19
starches,19
dual,19
adaptation,19
irrigation,19
Specific,19
AM,19
regulator,19
scope,19
outside,19
beyond,19
reveal,19
Four,19
fertilizer,19
concentrate,19
project,19
peptides,19
moderate,19
regional,19
molecule,19
conserved,19
until,19
RH,19
evaluations,19
proper,19
olive,19
seen,19
actors,19
mental,19
topics,19
modulus,19
Implementing,19
bulk,19
isolation,19
lifestyle,19
Mn,19
strawberry,19
rapidly,19
proportions,19
Interestingly,19
Drawing,19
updated,19
antibacterial,19
retained,19
promoter,19
handling,19
bean,19
foreign,19
adequate,19
latter,19
ranges,19
methanol,19
proposal,19
organizations,19
IC,19
mushroom,19
MA,19
American,19
respiratory,19
professionals,19
cooked,19
TE,19
Se,19
stresses,19
mango,19
poultry,19
tasks,19
psychological,19
just,19
regarded,19
discharge,19
grain,19
pear,19
advanced,19
mature,19
question,19
onion,19
colorants,19
peak,19
speed,19
numbers,19
differed,19
medical,19
Japan,19
authors,19
distributed,19
Understanding,19
gelatin,19
surfaces,19
easily,19
almost,19
summarized,19
chewing,19
CS,19
inducing,19
CG,19
usage,18
spectra,18
earlier,18
autism,18
decontamination,18
combining,18
feasible,18
contaminated,18
puree,18
preserved,18
variance,18
phytoplasma,18
xanthan,18
subject,18
classified,18
immobilized,18
marked,18
integrity,18
remarkable,18
adherence,18
delivered,18
larval,18
decade,18
contracts,18
equipment,18
composite,18
Standard,18
independently,18
sun,18
phases,18
allergens,18
measuring,18
represented,18
century,18
half,18
supports,18
bioaccessibility,18
fly,18
gastric,18
supplements,18
load,18
hypoxia,18
optical,18
ray,18
residual,18
repeated,18
salinity,18
another,18
appears,18
jujube,18
healthier,18
Herein,18
overcome,18
PCD,18
vector,18
indicators,18
includes,18
contributes,18
located,18
mood,18
uncertainties,18
DM,18
advantage,18
finding,18
Yet,18
palm,18
pandemic,18
mutants,18
antifungal,18
dogs,18
easy,18
PA,18
transgenic,18
depend,18
MSG,18
microstructure,18
adequacy,18
gap,18
SEM,18
pectins,18
recovered,18
gourd,18
managed,18
feature,18
predicting,18
Indian,18
prevalent,18
promoted,18
Australian,18
infant,18
obtaining,18
km,18
Sensory,18
plate,18
de,18
Compared,18
triggered,18
minimal,18
cutting,18
inform,18
representative,18
quantify,18
Impact,18
themes,18
injury,18
dominated,18
Brazil,18
databases,18
methylation,18
possibly,18
blends,18
sugarcane,18
investigations,18
adding,18
biology,18
mothers,18
grape,17
broccoli,17
Act,17
flours,17
Then,17
considerations,17
forest,17
limits,17
mild,17
strategic,17
parental,17
randomly,17
mitigate,17
particles,17
soup,17
words,17
randomized,17
sprites,17
TFC,17
official,17
Panel,17
comparable,17
hospital,17
exergy,17
administration,17
why,17
intestinal,17
carrier,17
mitigation,17
precursor,17
Syngenta,17
outbreaks,17
candidate,17
society,17
identifying,17
pollution,17
desirable,17
ALV,17
anaerobic,17
induce,17
superoxide,17
richness,17
re,17
output,17
temporal,17
chemicals,17
exogenous,17
already,17
vectors,17
stronger,17
fibre,17
nematodes,17
baby,17
var,17
polymer,17
ground,17
marker,17
trigger,17
oxide,17
constituents,17
alter,17
difficile,17
Nrf,17
periods,17
Q,17
ionone,17
building,17
iii,17
quantities,17
dataset,17
accepted,17
landscape,17
fetal,17
deposition,17
Deff,17
